Namespace(n_atom_feats=66, n_atom_hid=128, rel_total=86, lr=0.001, n_epochs=100, kge_dim=128, batch_size=1024, weight_decay=0.0005, neg_samples=1, data_size_ratio=1, use_cuda=True, device=0, fold=4, pkl_name='./pkl/db-0419_2218.pkl')
Training with 126502 samples, s1 with 6784, and s2 with 58510
Starting training at 2024-04-19 22:18:45.756485
Epoch: 1* (76.1302s), train_loss: 0.6243, s1_loss: 0.6773,s2_loss: 0.6423
		s1_acc: 0.7158, s1_roc: 0.8698, s1_aupr:0.8721, s1_f1:0.6270
		s2_acc: 0.8795, s2_roc: 0.9613, s2_aupr:0.9628, s2_f1:0.8698
Epoch: 73  (73.2625s), train_loss: 0.0468, s1_loss: 1.1046,s2_loss: 0.3552
		train_acc: 0.9837, train_roc: 0.9983,train_precision: 0.9803,train_recall:0.9872
		s1_acc: 0.7213, s1_roc: 0.8543, s1_aupr:0.8598, s1_f1:0.6424
		s2_acc: 0.8882, s2_roc: 0.9617, s2_aupr:0.9633, s2_f1:0.8812
Epoch: 74  (76.3071s), train_loss: 0.0468, s1_loss: 1.3862,s2_loss: 0.4495
		train_acc: 0.9837, train_roc: 0.9983,train_precision: 0.9801,train_recall:0.9874
		s1_acc: 0.6812, s1_roc: 0.8541, s1_aupr:0.8579, s1_f1:0.5556
		s2_acc: 0.8640, s2_roc: 0.9649, s2_aupr:0.9669, s2_f1:0.8473
Epoch: 75  (73.1170s), train_loss: 0.0497, s1_loss: 1.0857,s2_loss: 0.3461
		train_acc: 0.9825, train_roc: 0.9981,train_precision: 0.9784,train_recall:0.9868
		s1_acc: 0.7265, s1_roc: 0.8644, s1_aupr:0.8655, s1_f1:0.6505
		s2_acc: 0.8898, s2_roc: 0.9645, s2_aupr:0.9665, s2_f1:0.8825
Early Stopping at training epoch: 75, best epoch: 45


============================== Best Result ==============================
		s1_acc: 0.7707, s1_roc: 0.8630, s1_f1: 0.7506, s1_precision: 0.8228,s1_recall: 0.6900,s1_int_ap: 0.8591,s1_ap: 0.8592
		s2_acc: 0.8937, s2_roc: 0.9583, s2_f1: 0.8945, s2_precision: 0.8873,s2_recall: 0.9019,s2_int_ap: 0.9583,s2_ap: 0.9583
