Namespace(n_atom_feats=66, n_atom_hid=128, rel_total=86, lr=0.001, n_epochs=100, kge_dim=128, batch_size=1024, weight_decay=0.0005, neg_samples=1, data_size_ratio=1, use_cuda=True, device=0, fold=2, pkl_name='./pkl/db-0419_1903.pkl')
Training with 125311 samples, s1 with 6935, and s2 with 59562
Starting training at 2024-04-19 19:03:43.623334
Epoch: 1* (75.4285s), train_loss: 0.6300, s1_loss: 0.6529,s2_loss: 0.6104
		s1_acc: 0.7532, s1_roc: 0.8571, s1_aupr:0.8628, s1_f1:0.7062
		s2_acc: 0.8741, s2_roc: 0.9485, s2_aupr:0.9519, s2_f1:0.8671
Epoch: 73  (71.7340s), train_loss: 0.0631, s1_loss: 0.9060,s2_loss: 0.4049
		train_acc: 0.9775, train_roc: 0.9968,train_precision: 0.9708,train_recall:0.9845
		s1_acc: 0.7655, s1_roc: 0.8616, s1_aupr:0.8647, s1_f1:0.7339
		s2_acc: 0.8770, s2_roc: 0.9476, s2_aupr:0.9506, s2_f1:0.8744
Epoch: 74  (72.1454s), train_loss: 0.0603, s1_loss: 1.0561,s2_loss: 0.4519
		train_acc: 0.9788, train_roc: 0.9970,train_precision: 0.9715,train_recall:0.9865
		s1_acc: 0.7472, s1_roc: 0.8427, s1_aupr:0.8497, s1_f1:0.7060
		s2_acc: 0.8715, s2_roc: 0.9442, s2_aupr:0.9480, s2_f1:0.8665
Epoch: 75  (65.5993s), train_loss: 0.0589, s1_loss: 1.0930,s2_loss: 0.4628
		train_acc: 0.9792, train_roc: 0.9973,train_precision: 0.9726,train_recall:0.9863
		s1_acc: 0.7441, s1_roc: 0.8446, s1_aupr:0.8497, s1_f1:0.6977
		s2_acc: 0.8701, s2_roc: 0.9454, s2_aupr:0.9485, s2_f1:0.8632
Epoch: 76  (66.0649s), train_loss: 0.0586, s1_loss: 0.9569,s2_loss: 0.4094
		train_acc: 0.9793, train_roc: 0.9973,train_precision: 0.9733,train_recall:0.9857
		s1_acc: 0.7557, s1_roc: 0.8555, s1_aupr:0.8612, s1_f1:0.7172
		s2_acc: 0.8802, s2_roc: 0.9501, s2_aupr:0.9538, s2_f1:0.8752
Epoch: 77  (65.5671s), train_loss: 0.0610, s1_loss: 1.0619,s2_loss: 0.4467
		train_acc: 0.9785, train_roc: 0.9970,train_precision: 0.9716,train_recall:0.9858
		s1_acc: 0.7477, s1_roc: 0.8627, s1_aupr:0.8689, s1_f1:0.6927
		s2_acc: 0.8750, s2_roc: 0.9506, s2_aupr:0.9544, s2_f1:0.8664
Epoch: 78  (70.0423s), train_loss: 0.0613, s1_loss: 1.0523,s2_loss: 0.4413
		train_acc: 0.9785, train_roc: 0.9971,train_precision: 0.9716,train_recall:0.9858
		s1_acc: 0.7494, s1_roc: 0.8585, s1_aupr:0.8649, s1_f1:0.6995
		s2_acc: 0.8761, s2_roc: 0.9501, s2_aupr:0.9541, s2_f1:0.8687
Epoch: 79  (71.5591s), train_loss: 0.0598, s1_loss: 1.0909,s2_loss: 0.4512
		train_acc: 0.9790, train_roc: 0.9971,train_precision: 0.9722,train_recall:0.9861
		s1_acc: 0.7407, s1_roc: 0.8515, s1_aupr:0.8571, s1_f1:0.6878
		s2_acc: 0.8738, s2_roc: 0.9489, s2_aupr:0.9527, s2_f1:0.8662
Epoch: 80  (66.4522s), train_loss: 0.0606, s1_loss: 1.0988,s2_loss: 0.4673
		train_acc: 0.9791, train_roc: 0.9970,train_precision: 0.9719,train_recall:0.9867
		s1_acc: 0.7529, s1_roc: 0.8719, s1_aupr:0.8774, s1_f1:0.6988
		s2_acc: 0.8711, s2_roc: 0.9468, s2_aupr:0.9506, s2_f1:0.8633
Epoch: 81  (63.5265s), train_loss: 0.0603, s1_loss: 1.0386,s2_loss: 0.4323
		train_acc: 0.9790, train_roc: 0.9970,train_precision: 0.9721,train_recall:0.9863
		s1_acc: 0.7501, s1_roc: 0.8577, s1_aupr:0.8607, s1_f1:0.7036
		s2_acc: 0.8767, s2_roc: 0.9504, s2_aupr:0.9540, s2_f1:0.8699
Epoch: 82  (64.2974s), train_loss: 0.0570, s1_loss: 1.0629,s2_loss: 0.4485
		train_acc: 0.9801, train_roc: 0.9974,train_precision: 0.9735,train_recall:0.9870
		s1_acc: 0.7514, s1_roc: 0.8570, s1_aupr:0.8652, s1_f1:0.7020
		s2_acc: 0.8758, s2_roc: 0.9501, s2_aupr:0.9531, s2_f1:0.8687
Epoch: 83  (66.9182s), train_loss: 0.0578, s1_loss: 0.9446,s2_loss: 0.4066
		train_acc: 0.9799, train_roc: 0.9974,train_precision: 0.9740,train_recall:0.9861
		s1_acc: 0.7659, s1_roc: 0.8642, s1_aupr:0.8699, s1_f1:0.7318
		s2_acc: 0.8818, s2_roc: 0.9507, s2_aupr:0.9542, s2_f1:0.8784
Epoch: 84  (65.8584s), train_loss: 0.0568, s1_loss: 1.1042,s2_loss: 0.4541
		train_acc: 0.9797, train_roc: 0.9974,train_precision: 0.9738,train_recall:0.9860
		s1_acc: 0.7480, s1_roc: 0.8568, s1_aupr:0.8593, s1_f1:0.6963
		s2_acc: 0.8742, s2_roc: 0.9500, s2_aupr:0.9537, s2_f1:0.8663
Epoch: 85  (64.6331s), train_loss: 0.0549, s1_loss: 1.0842,s2_loss: 0.4679
		train_acc: 0.9809, train_roc: 0.9976,train_precision: 0.9748,train_recall:0.9874
		s1_acc: 0.7530, s1_roc: 0.8592, s1_aupr:0.8658, s1_f1:0.7054
		s2_acc: 0.8729, s2_roc: 0.9472, s2_aupr:0.9514, s2_f1:0.8662
Epoch: 86  (64.6456s), train_loss: 0.0564, s1_loss: 1.0352,s2_loss: 0.4460
		train_acc: 0.9803, train_roc: 0.9974,train_precision: 0.9741,train_recall:0.9869
		s1_acc: 0.7575, s1_roc: 0.8586, s1_aupr:0.8696, s1_f1:0.7111
		s2_acc: 0.8742, s2_roc: 0.9475, s2_aupr:0.9515, s2_f1:0.8682
Epoch: 87  (64.0805s), train_loss: 0.0552, s1_loss: 1.1705,s2_loss: 0.4944
		train_acc: 0.9807, train_roc: 0.9975,train_precision: 0.9746,train_recall:0.9872
		s1_acc: 0.7435, s1_roc: 0.8564, s1_aupr:0.8612, s1_f1:0.6878
		s2_acc: 0.8687, s2_roc: 0.9469, s2_aupr:0.9506, s2_f1:0.8602
Epoch: 88  (64.3321s), train_loss: 0.0552, s1_loss: 1.0402,s2_loss: 0.4481
		train_acc: 0.9807, train_roc: 0.9975,train_precision: 0.9743,train_recall:0.9873
		s1_acc: 0.7601, s1_roc: 0.8754, s1_aupr:0.8811, s1_f1:0.7106
		s2_acc: 0.8761, s2_roc: 0.9499, s2_aupr:0.9525, s2_f1:0.8691
Epoch: 89  (69.3732s), train_loss: 0.0577, s1_loss: 1.0838,s2_loss: 0.4508
		train_acc: 0.9797, train_roc: 0.9974,train_precision: 0.9737,train_recall:0.9860
		s1_acc: 0.7484, s1_roc: 0.8516, s1_aupr:0.8560, s1_f1:0.7029
		s2_acc: 0.8752, s2_roc: 0.9482, s2_aupr:0.9517, s2_f1:0.8690
Epoch: 90  (65.6304s), train_loss: 0.0588, s1_loss: 1.1597,s2_loss: 0.4662
		train_acc: 0.9792, train_roc: 0.9972,train_precision: 0.9722,train_recall:0.9867
		s1_acc: 0.7392, s1_roc: 0.8491, s1_aupr:0.8539, s1_f1:0.6848
		s2_acc: 0.8740, s2_roc: 0.9496, s2_aupr:0.9540, s2_f1:0.8655
Epoch: 91  (67.6053s), train_loss: 0.0547, s1_loss: 1.1003,s2_loss: 0.4494
		train_acc: 0.9808, train_roc: 0.9976,train_precision: 0.9745,train_recall:0.9876
		s1_acc: 0.7503, s1_roc: 0.8559, s1_aupr:0.8603, s1_f1:0.7046
		s2_acc: 0.8765, s2_roc: 0.9495, s2_aupr:0.9532, s2_f1:0.8705
Epoch: 92  (67.1477s), train_loss: 0.0550, s1_loss: 1.0284,s2_loss: 0.4364
		train_acc: 0.9806, train_roc: 0.9975,train_precision: 0.9745,train_recall:0.9870
		s1_acc: 0.7581, s1_roc: 0.8601, s1_aupr:0.8680, s1_f1:0.7153
		s2_acc: 0.8774, s2_roc: 0.9494, s2_aupr:0.9531, s2_f1:0.8720
Epoch: 93  (65.1558s), train_loss: 0.0533, s1_loss: 1.1558,s2_loss: 0.4742
		train_acc: 0.9816, train_roc: 0.9976,train_precision: 0.9754,train_recall:0.9881
		s1_acc: 0.7480, s1_roc: 0.8583, s1_aupr:0.8655, s1_f1:0.6951
		s2_acc: 0.8736, s2_roc: 0.9495, s2_aupr:0.9529, s2_f1:0.8656
Epoch: 94  (69.8572s), train_loss: 0.0564, s1_loss: 1.1495,s2_loss: 0.4653
		train_acc: 0.9805, train_roc: 0.9974,train_precision: 0.9739,train_recall:0.9874
		s1_acc: 0.7418, s1_roc: 0.8532, s1_aupr:0.8603, s1_f1:0.6844
		s2_acc: 0.8753, s2_roc: 0.9507, s2_aupr:0.9548, s2_f1:0.8667
Epoch: 95  (68.4999s), train_loss: 0.0566, s1_loss: 1.1433,s2_loss: 0.4645
		train_acc: 0.9802, train_roc: 0.9974,train_precision: 0.9741,train_recall:0.9867
		s1_acc: 0.7412, s1_roc: 0.8536, s1_aupr:0.8608, s1_f1:0.6844
		s2_acc: 0.8729, s2_roc: 0.9496, s2_aupr:0.9534, s2_f1:0.8647
Epoch: 96  (68.0745s), train_loss: 0.0540, s1_loss: 1.0776,s2_loss: 0.4668
		train_acc: 0.9809, train_roc: 0.9976,train_precision: 0.9749,train_recall:0.9873
		s1_acc: 0.7506, s1_roc: 0.8560, s1_aupr:0.8628, s1_f1:0.7047
		s2_acc: 0.8717, s2_roc: 0.9460, s2_aupr:0.9492, s2_f1:0.8657
Epoch: 97  (68.7143s), train_loss: 0.0559, s1_loss: 1.1455,s2_loss: 0.4552
		train_acc: 0.9803, train_roc: 0.9975,train_precision: 0.9741,train_recall:0.9869
		s1_acc: 0.7409, s1_roc: 0.8605, s1_aupr:0.8679, s1_f1:0.6803
		s2_acc: 0.8754, s2_roc: 0.9521, s2_aupr:0.9562, s2_f1:0.8666
Epoch: 98  (69.3364s), train_loss: 0.0553, s1_loss: 1.0063,s2_loss: 0.4298
		train_acc: 0.9807, train_roc: 0.9975,train_precision: 0.9750,train_recall:0.9868
		s1_acc: 0.7606, s1_roc: 0.8578, s1_aupr:0.8638, s1_f1:0.7229
		s2_acc: 0.8783, s2_roc: 0.9489, s2_aupr:0.9520, s2_f1:0.8742
Early Stopping at training epoch: 98, best epoch: 68


============================== Best Result ==============================
		s1_acc: 0.7807, s1_roc: 0.8732, s1_f1: 0.7550, s1_precision: 0.8554,s1_recall: 0.6757,s1_int_ap: 0.8762,s1_ap: 0.8762
		s2_acc: 0.8812, s2_roc: 0.9499, s2_f1: 0.8794, s2_precision: 0.8928,s2_recall: 0.8664,s2_int_ap: 0.9524,s2_ap: 0.9524
